,단어,부정,긍정
6133,린,-0.0072758924,0.0060524885
6134,린다,-0.013141458,0.013208937
6135,릴,-0.047965392,-0.015612242
6136,림,0.013835056,0.012911333
6137,립,0.06793528,-0.039963216
6138,릿,0.005465853,-0.054355536
6139,링,-0.0384695,0.014356654
6140,링크,-0.0012564437,-0.025685623
6141,마,-0.011879548,-0.05587965
6142,마다,-0.043337535,0.06899187
6143,마을,0.019840743,-0.013095425
6144,마음,0.04109437,-0.029925331
6145,마저,-0.007826582,0.016728943
6146,마케팅,0.00616056,-0.06048248
6147,마켓,0.031910244,-0.050603293
6148,마트,0.066607915,0.03473095
6149,막,-0.02582051,-0.029171512
6150,만,-0.00210464,0.024956325
6151,만달러,0.051362455,0.01990565
6152,만명,0.056240946,0.051460546
6153,만원,-0.012433954,0.0073442236
6154,만원으로,0.0075534065,0.048555393
6155,만원을,0.006962656,-0.0019452996
6156,만으로,0.005435518,0.079302266
6157,만큼,-0.026897525,-0.0051904134
6158,많,-0.043385927,-0.013706333
6159,맏,0.038357385,-0.04397376
6160,말,-0.026148472,-0.0066883946
6161,맑,0.07173522,-0.01167625
6162,맘,0.06073363,0.06108955
6163,맙,0.042579208,-0.0031560492
6164,맛,0.025654603,-0.032370567
6165,망,-0.00022867601,0.047915023
6166,맞,0.023008842,0.048757486
6167,맡,-0.02108815,0.013726912
6168,매,-0.03353648,-0.032468125
6169,매매,-0.02512532,0.0045442525
6170,매출,-0.023812052,-0.028444443
6171,매치,0.050570518,0.01202799
6172,맥,-0.019392345,-0.0012878706
6173,맨,0.01968449,-0.089052275
6174,맴,-0.02601712,-0.02570175
6175,맵,0.017262312,-0.11589292
6176,맷,0.03256375,-0.020823127
6177,맹,0.011814304,-0.012581103
6178,맺,0.10055898,0.015962455
6179,머,-0.04293459,-0.008237395
6180,머니,0.04967254,-0.0023296773
6181,머니투데이,0.0649639,0.036371756
6182,머리,0.0010398682,-0.02494216
6183,먹,0.018181693,-0.022028364
6184,먼,0.0072100707,0.037853613
6185,먼트,-0.06513998,0.008118998
6186,멀,0.030807508,-0.04613289
6187,멈,0.035331026,-0.027249925
6188,멋,0.019056343,-0.02622128
6189,멍,0.02400634,0.0095106745
6190,메,-0.06296778,-0.008543522
6191,메이,-0.03114905,-0.013311464
6192,멕,0.019693062,-0.019342382
6193,멘,-0.017239062,0.012753551
6194,멜,0.0038179504,0.023268308
6195,멤,-0.030520886,0.011670802
6196,멧,0.009896563,0.003433185
6197,며,-0.0111334575,0.017832626
6198,면,-0.038756885,0.005673821
6199,면서,-0.01128699,-0.0046426877
6200,면서도,-0.03420879,-0.002503667
6201,면세점,0.03320577,-0.028118286
6202,멸,0.024207044,0.017844897
6203,몄,0.04468957,-0.080022074
6204,명,0.076730594,0.034029767
6205,명과,0.08092211,0.04641926
6206,명에게,0.061715525,0.009549748
6207,명으로,0.07766845,0.064506635
6208,명은,0.04787423,0.045503534
6209,명을,0.04000852,0.017162744
6210,명의,0.02320607,0.061793648
6211,명이,0.013989863,0.029202756
6212,몇,0.028168164,0.024581833
6213,모,-0.019593911,0.022117095
6214,모델,0.00067728944,0.05718509
6215,모바일,0.007362142,-0.06458634
6216,모씨,0.003554158,0.049669247
6217,목,-0.034108117,0.013055233
6218,목표,0.010396893,-0.0048128525
6219,몫,0.019689653,-0.035114966
6220,몬,-0.026284777,-0.036148876
6221,몰,0.04294691,-0.008088593
6222,몸,0.04089637,0.056429196
6223,몹,0.028887846,-0.014303495
6224,못,-0.03155719,-0.041103642
6225,몽,-0.017041754,0.0084849745
6226,뫼,-0.03948173,0.0031662667
6227,묘,0.017008476,-0.06146058
6228,무,-0.049879327,-0.0077604745
6229,무릎팍도사,0.012584589,-0.06805827
6230,무역,-0.010962565,0.035355423
6231,무한도전,0.0073999823,-0.032323685
6232,묵,0.055919476,-0.0019141673
6233,묶,-0.002228979,0.022811575
6234,문,-0.03643773,-0.021789845
6235,문을,-0.046927124,-0.024721608
6236,문제,0.0113273505,0.009247994
6237,문학,-0.020194096,-0.050122622
6238,문화,-0.0045709424,-0.005937528
6239,문화예술,0.014862027,-0.019597655
6240,묻,0.044928636,-0.034038283
6241,물,-0.04574637,-0.058121763
6242,물을,-0.055544928,-0.038535234
6243,물질,-0.02507342,0.05933917
6244,뭄,0.040315177,-0.043567
6245,뭇,0.07296935,0.0073908214
6246,뭉,-0.02555546,0.003834241
6247,뭐,0.012312805,-0.03548509
6248,뭔,0.025563464,-0.016978575
6249,뭘,0.08443153,0.02295088
6250,뮌,0.033687122,-0.08899987
6251,뮤,-0.003242733,-0.071090326
6252,뮤직,-0.006663682,-0.01695031
6253,뮬,-0.015187697,-0.008796841
6254,므,-0.07297336,-0.048753567
6255,미,-0.052948557,-0.0104748355
6256,미국,-0.00977845,0.01837199
6257,미디어,0.036019683,-0.009251629
6258,미래,-0.043935724,0.0122997835
6259,미술관,0.064175814,0.04928078
6260,미스터,-0.008638693,0.005332254
6261,믹,0.024469543,0.06700419
6262,믹스,-0.045873884,-0.016879361
6263,민,0.04502206,-0.07689632
6264,민주,0.043759167,-0.030604929
6265,민주당,0.045353048,0.0015009111
6266,믿,0.07086235,0.07567927
6267,밀,-0.030652104,-0.045132235
6268,밋,0.0271359,0.0067363465
6269,밌,0.04269199,-0.05000783
6270,밍,-0.030256018,-0.022041852
6271,및,-0.007268871,-0.0032231845
6272,밑,0.07369134,0.027622325
6273,바,-0.025967464,0.0006693271
6274,바다,0.01660575,-0.0132473
6275,바람,0.007547627,-0.028182846
6276,바르셀로나,-0.0019294526,-0.006912226
6277,바이,0.036683783,-0.030534288
6278,바이오,0.016689094,-0.032482967
6279,바퀴,-0.010572987,0.025474815
6280,박,0.03445888,-0.03683071
6281,박근혜,0.05689879,0.0059243394
6282,박람회,0.07117979,-0.004996004
6283,박물관,0.043215547,0.024635447
6284,밖,-0.02805114,0.04035259
6285,밖에,-0.0075165406,0.017318692
6286,반,-0.010804374,-0.014577989
6287,반도체,0.0063267155,-0.018680569
6288,받,0.018888071,0.009921441
6289,받고,0.065953225,0.07110538
6290,받는,0.020899296,0.020398643
6291,받아,0.03800206,0.015745174
6292,받았다,0.08274992,0.028541174
6293,받은,0.021114534,0.017837463
6294,받을,0.02932929,0.00520184
6295,발,0.05326095,0.048340242
6296,발굴,0.03030711,0.05373401
6297,발언,-0.007875578,-0.025501631
6298,발전,0.042202033,-0.022431297
6299,발전소,0.05404544,-0.004822842
6300,발표,0.038107276,0.039387528
6301,밝,-0.006203931,-0.021403572
6302,밟,-0.07737633,-0.036503077
6303,밤,-0.01293942,-0.009541197
6304,밥,-0.030932521,-0.05295469
6305,방,0.035014883,0.032046705
6306,방송,0.066043586,-0.025330294
6307,방식,-0.001927007,0.018849742
6308,방안,0.008231232,-0.0033406513
6309,방위,-0.0006726058,-0.033074733
6310,방향,-0.015581185,-0.024102397
6311,밭,-0.009514807,-0.027595343
6312,배,-0.033709854,-0.016041538
6313,배우,0.020806057,-0.016969364
6314,백,0.06954528,-0.056925282
6315,백화점,0.08892778,0.034159172
6316,밴,-0.026696954,-0.027393606
6317,밴드,0.006785441,-0.036255192
6318,밸,-0.03429898,0.0059860577
6319,뱀,0.019845363,-0.041018374
6320,뱃,0.00856725,-0.09340544
6321,뱅,0.047222808,0.013353819
6322,뱉,0.05796812,0.033616856
6323,버,0.024034968,0.008159172
6324,버리,-0.022326177,0.030765202
6325,버린,-0.0005444698,0.0012939717
6326,버스,0.037086293,-0.024204215
6327,벅,-0.06568291,-0.051616233
6328,번,0.008649883,-0.02362004
6329,번째,0.03703653,0.032726374
6330,번호,0.009933754,0.016329452
6331,번홀,-0.0014147339,0.012967719
6332,벌,0.00863296,-0.014378959
6333,범,-0.006459348,-0.012139302
6334,범죄,-0.008061336,0.006917363
6335,법,0.06594393,-0.0019497182
6336,법원,0.0657156,-0.0142057035
6337,법을,0.04184572,-0.004342716
6338,법인,0.006532006,-0.010778483
6339,벗,-0.023980942,-0.024531972
6340,벙,-0.016849238,-0.013460888
6341,베,-0.08312093,-0.0014705341
6342,베르,-0.004077104,-0.01901609
6343,베를린,0.020614583,-0.023778137
6344,베이,-0.029468644,-0.008930255
6345,베이스,0.02336218,0.03437496
6346,벡,0.026223991,0.010986939
6347,벤,-0.06430476,-0.024178034
6348,벤처,-0.012879688,-0.043208923
6349,벨,-0.0008354114,0.002988513
6350,벨트,-0.033194326,-0.032659445
6351,벳,-0.030647188,-0.021197021
6352,벵,0.02410562,-0.044701092
6353,벼,-0.050246246,-0.03832593
6354,벽,-0.013031863,-0.052465618
6355,변,-0.001596556,0.0257948
6356,별,-0.039880864,0.027705135
6357,별로,-0.028286759,0.051933218
6358,별로는,0.007973487,0.021907287
6359,볍,0.00846865,-0.011003466
6360,볐,0.0693296,-0.03457509
6361,병,0.012474136,-0.032302544
6362,병원,0.07540235,0.021825038
6363,볕,0.06873463,0.036807075
6364,보,-0.021413526,-0.0073923897
6365,보건,0.025446743,0.0134146195
6366,보고,-0.030845426,0.06792508
6367,보고서,-0.04663035,0.016688991
6368,보기,0.048368666,-0.024253586
6369,보는,-0.015037677,0.0017945636
6370,보니,-0.00779392,0.004940182
6371,보다,0.0035735387,0.002923152
6372,보다는,0.020103753,0.04606171
6373,보드,0.0037642624,0.017391104
6374,보이,0.029487927,-0.03166551
6375,보장,0.0726629,0.0038876992
6376,보증,0.038860664,-0.021207985
6377,보험,0.0008768943,0.016346343
6378,보호,-0.018254567,-0.0155519275
6379,복,0.025017038,0.011231799
6380,복지,0.034873176,-0.0016564569
6381,복합,0.07270929,0.013363335
6382,볶,0.02284014,0.03884009
6383,본,-0.015464392,0.0042043105
6384,본부,0.014637796,0.015541091
6385,본부장,0.017079614,0.003267785
6386,볼,-0.064741105,-0.04385404
6387,볼넷,0.025281359,-0.013747428
6388,볼륨,-0.026391841,0.07914509
6389,봄,0.047120877,0.013719082
6390,봅,0.05832788,-0.03467148
6391,봇,-0.045939654,-0.012207621
6392,봉,-0.03904581,-0.022819886
6393,봐,0.017069025,-0.036922432
6394,봐야,0.017222757,-0.015160141
6395,봤,0.033904493,-0.028771492
6396,봤다,0.0003636442,0.0016172156
6397,뵙,0.015458093,-0.00933843
6398,부,-0.050893564,0.01881249
6399,부가,-0.05504213,0.06777402
6400,부는,-0.03905093,0.044371706
6401,부담,-0.0013402449,-0.03180961
6402,부동산,0.026129615,-0.06912561
6403,부르크,-0.055023327,-0.100320354
6404,부문,0.018386807,0.0019483734
6405,부산,0.0130701875,-0.01369627
6406,부장,0.0028889272,0.007198265
6407,부장검사,0.03211722,0.027606845
6408,부장판사,0.01872477,-0.035541184
6409,부처,0.029867815,0.00026728958
6410,부터,-0.04423829,0.019901477
6411,부품,-0.016346622,0.028549697
6412,북,-0.001458195,-0.03459139
6413,북방한계선,0.005036369,-0.06065522
6414,북부,-0.007610324,-0.0018891874
6415,북한,0.006096123,-0.049027547
6416,분,0.018451037,0.0192522
6417,분과,0.030417897,0.079729825
6418,분기,0.021553187,-0.013355026
6419,분기에,0.0013259053,-0.018750973
6420,분께,0.028200611,0.055988032
6421,분석,-0.00215763,0.030333709
6422,분야,0.02746667,0.028546095
6423,분쯤,0.010176603,0.044593688
6424,불,-0.015664142,-0.002351297
6425,붉,0.045462415,-0.017450199
6426,붐,-0.021293452,0.031568933
6427,붓,-0.044071928,-0.058401827
6428,붕,0.08084241,-0.048204053
6429,붙,0.033533372,-0.009068559
6430,뷔,-0.014040453,-0.026140904
6431,뷰,0.005300056,0.00041096658
6432,브,-0.024846965,0.02166413
6433,브라,0.08665304,-0.004023482
6434,브랜드,0.025871266,-0.035846893
6435,브레이크,-0.030030884,-0.05973473
6436,브리,-0.027020635,0.008463659
6437,븐,-0.05584138,-0.036613867
6438,블,-0.056224976,0.0020932893
6439,블랙,0.052050523,-0.01941609
6440,블록,0.028447665,0.020877793
6441,비,-0.0069852252,-0.036553197
6442,비가,-0.036261268,-0.054850917
6443,비를,-0.01601833,-0.0487087
6444,비서관,0.010624195,0.0605848
6445,비아,-0.025263242,0.000578193
6446,비용,-0.03762178,-0.028738204
6447,비율,0.0021923578,0.025814092
6448,비치,-0.002708829,-0.02217684
6449,빅,0.107192695,0.036485046
6450,빈,0.0072905207,-0.03303913
6451,빌,-0.03616343,-0.006510038
6452,빌딩,0.013187579,-0.017363625
6453,빔,-0.0023995396,-0.03771782
6454,빕,0.022775535,-0.044809066
6455,빗,-0.03515087,-0.09286759
6456,빙,0.035752438,-0.037231095
6457,빚,0.027552258,-0.0150467595
6458,빛,0.017545016,0.0123185795
6459,빠,0.024998732,-0.05437254
6460,빡,0.010781301,-0.03722904
6461,빨,0.031216985,-0.046805825
6462,빴,0.045430172,-0.09669615
6463,빵,-0.036170423,-0.039621703
6464,빼,-0.050403316,-0.013116535
6465,빽,0.0017539561,-0.049569264
6466,뺀,0.012430254,0.045162745
6467,뺏,-0.038066015,-0.012806582
6468,뺐,0.012688303,-0.014874192
6469,뺑,0.008349595,0.04460002
6470,뺨,0.034112543,0.03466611
6471,뻐,-0.009117728,-0.014969755
6472,뻑,0.012539724,0.038302198
6473,뻔,0.08450982,0.028111055
6474,뻗,0.012532006,-0.006679576
6475,뻤,-0.00027669035,-0.057865337
6476,뻥,-0.01849947,-0.023757173
6477,뼈,-0.0020951834,0.003542399
6478,뽀,-0.061129972,-0.0035011945
6479,뽐,0.018347861,0.012773457
6480,뽑,0.025617745,-0.0092362845
6481,뽕,-0.018383738,0.031627074
6482,뾰,-0.07382822,-0.028627083
6483,뿌,0.020122072,0.03988892
6484,뿐,-0.032727994,0.024259832
6485,뿐만,0.012356153,0.010659444
6486,뿔,-0.052209932,-0.07884797
6487,뿜,0.08975425,0.08801882
6488,쁘,0.023169383,-0.060040537
6489,쁜,-0.0044582784,-0.070895985
6490,쁠,-0.0070337467,-0.05559245
6491,쁨,0.045756042,-0.045170084
6492,삐,-0.045420673,0.0015175939
6493,사,0.037517227,0.008533524
6494,사가,-0.006894841,0.008532897
6495,사건,0.036657605,0.0041869227
6496,사고,-0.008699486,0.06517792
6497,사는,0.024020605,0.00075357594
6498,사람,0.038067263,-0.032304823
6499,사랑,0.02602458,0.024312953
6500,사를,0.015597176,-0.00065850373
6501,사무소,0.064314336,0.044993095
6502,사실,-0.04516833,0.073843874
6503,사업,0.003022252,-0.011135891
6504,사업본부,0.029053621,0.036767516
6505,사업부,0.03428538,0.038122322
6506,사업자,0.045394786,-0.014789537
6507,사와,0.02271784,0.0065872725
6508,사의,0.018378552,0.025543485
6509,사이드,-0.007387006,0.064750016
6510,사이트,0.009371921,0.021728134
6511,사진,0.011646913,0.020347545
6512,사진제공,0.023652084,-0.040663797
6513,사항,-0.00518014,0.026425134
6514,사회,-0.012892485,0.009121995
6515,삭,0.0532449,0.0085711405
6516,산,-0.0032638703,-0.011985214
6517,산업,-0.016259726,-0.017282357
6518,산업단지,0.03136181,0.010508195
6519,살,0.012054257,0.04722894
6520,삶,0.08060208,0.019189628
6521,삼,0.062303428,0.0033493754
6522,삼성,0.0502381,-0.03143248
6523,삼성전자,0.043490402,0.0004488211
6524,삽,-0.020414058,0.016532697
6525,삿,0.03753929,-0.038779113
6526,샀,0.0470193,0.007750908
6527,상,-0.0025895527,-0.026172785
6528,상공회의소,0.015494983,0.104818195
6529,상담,0.040072642,-0.012395343
6530,상당히,0.01679952,-0.0023391377
6531,상을,0.017242892,4.687207e-05
6532,상태,0.0037082448,0.060252212
6533,상품,-0.036070883,-0.049183846
6534,상황,-0.0060765925,-0.044573996
6535,샅,0.0026129019,-0.045345187
6536,새,-0.0030268584,0.070338055
6537,새누리당,0.02531645,0.010556919
6538,색,0.044259284,0.045518957
6539,샌,0.10160368,0.05433143
6540,샐,-0.0272352,0.08515241
6541,샘,-0.02022435,0.020623226
6542,생,0.048991524,-0.007185708
6543,생명,0.044138145,0.009908659
6544,생산,0.046187505,0.007147846
6545,생활,-0.014215468,-0.038961083
6546,샤,0.04342952,0.037996568
6547,샬,-0.0045457566,0.034560237
6548,샴,0.006910192,0.051742036
6549,샵,-0.028062275,0.00045573944
6550,샷,0.024513673,0.022986544
6551,샹,-0.018191144,0.011036091
6552,섀,-0.01906895,0.016426453
6553,서,-0.067694195,0.01138292
6554,서는,-0.054309763,0.0064711785
6555,서비스,0.022386732,0.032639574
6556,서울,0.015769223,-0.027252857
6557,석,-0.063281454,0.017063487
6558,섞,0.02113418,0.06203874
6559,선,-0.03686054,-0.09337924
6560,선거,0.026462082,-0.04235965
6561,선물,-0.042350117,0.033717386
6562,선수,0.04328467,0.0012348741
6563,선수권대회,0.021576745,-0.06475005
6564,선을,-0.04006657,-0.08425203
6565,섣,0.029875271,-0.063211486
6566,설,0.0030135857,0.034679513
6567,설국열차,0.026571248,-0.016704556
6568,설명회,0.003119742,-0.0025370033
6569,섬,-0.038439743,0.018425021
6570,섭,0.009085999,-0.034116212
6571,섯,0.0039550667,0.023141628
6572,섰,0.0067484393,-0.025586143
6573,성,-0.010660754,-0.025842234
6574,성과,0.046241373,0.011220828
6575,성은,-0.010406316,-0.0018478069
6576,성을,0.00840019,0.00020999555
6577,성이,0.008884551,-0.024885798
6578,성장,0.04330508,0.015639577
6579,세,0.0034007519,0.05107644
6580,세가,0.03361553,0.05197841
6581,세계,0.08971127,0.011480044
6582,세계일보,0.080102056,0.027183257
6583,세대,-0.0060301777,0.033625163
6584,세력,0.045465313,0.008865233
6585,세를,0.023683228,0.040128924
6586,세요,0.017473865,-0.0017005559
6587,세이브,0.05259185,0.009930432
6588,세트,0.06404263,0.0025874607
6589,세포,0.06922902,0.04886482
6590,섹,0.02575999,-0.0016950825
6591,센,0.015435285,0.039146557
6592,센스,-0.013708472,0.037838455
6593,센터,0.05694511,0.07237227
6594,센터에서,0.017578825,0.069305025
6595,센트,0.02094895,0.08905998
6596,셀,-0.027493346,0.020450667
6597,셈,0.036711324,0.018491425
6598,셉,0.023422444,0.009596946
6599,셋,-0.025458489,-0.027064187
6600,셍,0.004758876,-0.007746248
6601,셔,-0.03231953,-0.07099705
6602,션,-0.033817865,-0.026799593
6603,셜,0.02384431,0.048822816
6604,셨,0.025935737,0.02232173
6605,셰,0.06567118,0.04990973
6606,셸,0.0013642386,0.020086553
6607,소,0.04890329,0.0508335
6608,소득,0.05509346,0.029794376
6609,소리,0.0078040482,0.058584142
6610,소방서,0.03990692,0.059387222
6611,소비자,-0.014649378,0.018947722
6612,소송,0.047544215,-0.07074407
6613,소연,0.051093135,0.07500699
6614,소프트,-0.015593153,-0.008553029
6615,속,-0.026366305,-0.035165947
6616,손,0.030816566,0.0049597397
6617,손해보험,0.020495767,0.04616798
6618,솔,0.0004896745,-0.019501776
6619,솜,0.032914307,0.05487433
6620,솟,0.027965179,0.005158426
6621,송,0.040082578,-0.006750476
6622,솥,-0.029461358,-0.025460035
6623,쇄,0.006570942,-0.032980427
6624,쇠,-0.023637502,0.0027153343
6625,쇼,0.038987424,-0.016271928
6626,숀,0.024755701,0.017048523
6627,숍,0.008021134,-0.008369071
6628,숏,0.057238992,0.0048194863
6629,수,0.011309592,-0.00817512
6630,수가,-0.022920862,-0.014102133
6631,수는,-0.031666156,-0.022989606
6632,수록,-0.064483576,0.04819632
6633,수를,-0.014986286,-0.030658847
6634,수사,0.023493439,0.02098834
6635,수석,0.011472624,0.06867554
6636,수수료,0.0009322483,-0.049433973
6637,수술,-0.029747887,-0.024800705
6638,수원,0.06054929,-0.030499721
6639,수익,0.0010223575,0.005312605
6640,수익률,0.03138393,0.033302672
6641,수지,-0.0022588428,-0.049216483
6642,숙,0.017440764,-0.029363716
6643,순,-0.029837843,-0.030543713
6644,순위,0.013009381,-0.043398008
6645,술,-0.0033040196,0.037409913
6646,숨,0.03828527,0.08475201
6647,숨어있,0.009465623,0.036154978
6648,숫,0.04124859,-0.04571197
6649,숭,0.0443696,-0.05587151
6650,숱,0.057861596,0.01331015
6651,숲,0.003138503,0.01127884
6652,쉐,0.03802947,0.009822523
6653,쉬,-0.00281147,-0.0052748024
6654,쉰,0.049007952,0.018219737
6655,쉴,-0.016354106,0.011720341
6656,쉼,0.050647333,-0.0038632005
6657,쉽,0.0067140562,-0.0032011415
6658,슈,0.0057453667,-0.04741696
6659,슈퍼,0.024972046,0.010866666
6660,슈퍼스타,0.0200347,-0.01224401
6661,슐,0.0069692666,-0.009320039
6662,슘,-0.009273931,0.015921898
6663,슛,0.019023065,-0.010918792
6664,스,-0.035603564,0.0013950228
6665,스가,-0.016840722,-0.017625261
6666,스는,-0.015793066,-0.00480935
6667,스러운,-0.008376909,-0.011151191
6668,스러워,0.033485606,-0.0083669275
6669,스럽,-0.021220975,-0.022558188
6670,스럽게,0.013503229,-0.02221206
6671,스럽다,0.016360676,0.020476168
6672,스를,-0.026793323,-0.0151221845
6673,스마트,0.08708809,0.023446232
6674,스와,0.00818276,0.011379409
6675,스완지시티,-0.014429335,-0.026874322
6676,스의,-0.018118171,-0.0068771555
6677,스카,-0.013615156,-0.04707561
6678,스캔들,-0.01539889,0.06327111
6679,스케,0.01576353,-0.025357526
6680,스코,-0.0049430905,0.013572695
6681,스쿨,0.038040802,-0.0059264414
6682,스크,-0.08457544,-0.0032214187
6683,스키,0.010340197,-0.014214964
6684,스타,0.007836676,0.03785846
6685,스탠,0.050111637,0.05004308
6686,스터,-0.004527974,0.03970234
6687,스턴,0.036055386,-0.012053311
6688,스테,0.009484639,-0.0009927601
6689,스토리,0.03825121,-0.023156788
6690,스토어,-0.0016715173,-0.048405975
6691,스트,0.011282925,0.011804185
6692,스티,-0.044654295,-0.04566325
6693,스페셜,-0.0014972677,0.013668893
6694,스포츠,0.043497376,0.022565564
6695,스포츠조선,-0.032195646,0.041925516
6696,슨,-0.018838475,-0.00071694783
6697,슬,-0.027026927,-0.044506438
6698,슴,0.023428056,-0.032461956
6699,습,0.034401044,-0.0029495978
6700,습니까,-0.0047643296,0.03310501
6701,습니다,0.024428457,0.04745098
6702,슷,-0.028390098,-0.020567337
6703,승,0.05106007,-0.033938695
6704,승을,0.014840643,-0.043580223
6705,시,-0.026076203,0.024287386
6706,시간,0.020634381,0.045684457
6707,시께,0.04271341,-0.0028927592
6708,시대,-0.047218528,0.023938738
6709,시리즈,0.06756131,-0.055428848
6710,시민,0.03778084,-0.036128256
6711,시부터,-0.00011758001,0.039310895
6712,시설,0.0067322133,-0.057186052
6713,시스템,-0.018089868,-0.01820734
6714,시아,0.0015268587,0.03577096
6715,시의회,0.015292507,0.01781926
6716,시장,0.017282955,-0.0031498093
6717,시장에서,-0.00036179274,0.0035489104
6718,시즌,0.015354865,-0.04157749
6719,시청,0.014698535,0.04522205
6720,시켜,-0.033812582,0.04684851
6721,시켰다,0.011097001,0.01670305
6722,시키,-0.026355334,0.012517379
6723,시키고,-0.00036935415,0.04976553
6724,시키기,-0.0064762393,0.06169495
6725,시키는,-0.0036636186,0.038206942
6726,시킨,-0.04383199,0.026321676
6727,시킬,-0.0040894556,0.058136098
6728,시티,0.014521508,0.024981596
6729,시험,-0.022645675,0.027401539
6730,식,0.03482756,-0.017067002
6731,식을,0.021247625,-0.027665649
6732,식품,0.0129087875,-0.009491302
6733,신,0.0046028085,0.04584316
6734,신도시,0.030626519,-0.010688662
6735,신문,0.029127195,0.024696145
6736,신청,0.02249642,0.044198267
6737,싣,0.023847068,0.055196345
6738,실,-0.04130866,0.039345134
6739,실리콘,-0.01898941,-0.04035283
6740,실에서,-0.03743738,0.059025265
6741,실장,-0.025687726,0.07114879
6742,실적,0.020811602,-0.03852046
6743,실점,0.046763588,0.001829002
6744,싫,-0.013238719,-0.018707702
6745,심,0.031358518,-0.008973324
6746,심리,0.064068496,0.028762165
6747,심사,-0.00043867668,-0.019503951
6748,심을,-0.0029898025,-0.017728703
6749,십,0.055788234,0.039548285
6750,싱,-0.06950757,0.0074100923
6751,싶,-0.020862129,0.003652241
6752,싸,-0.032729264,0.07188938
6753,싸움,0.04326123,-0.01924783
6754,싹,0.03706184,0.026435032
6755,싼,-0.006307088,0.01243996
6756,쌀,-0.052101806,0.017259002
6757,쌈,-0.029327307,0.007920069
6758,쌌,0.04052417,-0.001476821
6759,쌍,0.05442073,0.009779268
6760,쌓,-0.006659981,0.01347283
6761,써,-0.0075501148,0.05101119
6762,썩,0.053589843,0.02248361
6763,썬,-0.015465409,-0.03645849
6764,썰,0.033958036,-0.018197283
6765,썸,-0.036407672,-0.015286084
6766,썹,-0.010653365,0.025996022
6767,썼,0.025638677,-0.0031221323
6768,썽,0.053484313,0.08163614
6769,쎄,-0.01277145,0.03605944
6770,쏘,0.020998277,0.034512814
6771,쏙,0.03775644,0.024498828
6772,쏜,-0.021096967,-0.12142475
6773,쏟,-0.0046931547,0.028804904
6774,쏠,-0.015733764,0.010172939
6775,쏴,-0.0107244905,-0.03390953
6776,쐐,0.0675152,-0.015098449
6777,쑤,0.0004167501,0.0013198694
6778,쑥,0.026382554,-0.01477438
6779,쓰,-0.081609726,-0.004359956
6780,쓴,-0.046460588,-0.052484907
6781,쓸,0.018054713,-0.00971744
6782,씀,-0.0087964125,0.03780373
6783,씁,0.018489154,-0.0064069945
6784,씌,0.017989738,0.04195355
6785,씨,0.054497715,0.045224555
6786,씨가,0.019381313,0.027267262
6787,씨는,0.058300097,0.014116555
6788,씨를,0.04132864,0.01802124
6789,씨에게,0.050612204,0.008984346
6790,씨와,0.05978211,0.016789017
6791,씨의,0.03307634,0.048876584
6792,씩,-0.02814535,0.035664484
6793,씬,0.0175628,-0.001489561
6794,씹,0.0046692435,0.047087856
6795,씻,0.007896402,0.03184235
6796,씽,-0.030701563,-0.038471628
6797,아,-0.045822028,0.031025035
6798,아버지,0.0141306445,0.0391489
6799,아빠,0.012966212,-0.017760914
6800,아시아,0.017095009,-0.014693581
6801,아시아경제,0.047046356,0.02336021
6802,아시아투데이,0.008615644,0.025389615
6803,아웃,-0.015057195,0.012238738
6804,아이,-0.021809405,-0.006911522
6805,아일랜드,-0.040074147,-0.017345373
6806,아직,0.008369842,-0.021240985
6807,아카데미,0.03312334,0.03913242
6808,아트,-0.022347847,-0.006284507
6809,아파트,0.07128836,-0.0010420829
6810,아프리카,0.039363243,0.052145995
6811,악,-0.005078707,-0.00025301054
6812,안,0.009001987,0.008831584
6813,안드로이드,0.013216384,-0.027807467
6814,안보,0.024028372,-0.019648464
6815,안을,-0.005074379,0.03639879
6816,안전,0.011694554,0.0061373566
6817,안정,0.060945854,-0.024326645
6818,안타,0.027596306,0.0023258193
6819,앉,0.0070408992,0.034422453
6820,않,-0.037964918,-0.019632932
6821,알,-0.011360297,-0.026086275
6822,알리미,0.021178104,0.0035385173
6823,앓,0.04049365,0.0058684056
6824,암,0.02836542,-0.03265889
6825,압,0.016534917,0.0038666632
6826,앗,0.026585378,0.05061888
6827,았,0.035466656,-0.007538095
6828,았다,0.02693923,0.015069731
6829,았던,0.017890431,-0.030086938
6830,았지만,0.029374167,-0.026636971
6831,앙,0.06062986,-0.038730096
6832,앞,0.043080013,0.020669803
6833,앞으로,0.04442358,-0.012296666
6834,애,-0.041781202,0.032651257
6835,액,-0.007911198,-0.003790482
6836,액은,-0.011195403,-0.0066358484
6837,앤,-0.055196814,-0.03560416
6838,앨,-0.020467583,-0.047149323
6839,앰,0.03266659,0.004658824
6840,앱,0.014585396,-0.05806152
6841,앳,0.099729955,-0.06303449
6842,앵,0.0037818216,0.05702406
6843,앵커멘트,0.02780436,0.0027839153
6844,야,-0.011472182,0.006455315
6845,야구,-0.066883266,-0.041221444
6846,약,0.009388578,-0.027156375
6847,약품,0.028345907,-0.044545922
6848,얀,0.013419925,-0.047791023
6849,얄,-0.069447696,-0.053654823
6850,얇,-0.0047920104,-0.04633262
6851,얌,-0.021725114,-0.0315216
6852,얏,-0.028494693,-0.07316552
